formula,element_1,element_2,composition_1,composition_2,melting_point,boiling_point,density,electronegativity,atomic_radius,electronegativity_difference,element_3,composition_3,alloy_type
Pr0.256Ce0.744,Pr,Ce,0.25572424151017525,0.7442757584898247,1115.0443058792894,4175.085470109214,5849.183450874757,1.1225572424151018,1.85,0.009999999999999787,,,binary
Ce0.159Cd0.841,Ce,Cd,0.15882539979427346,0.8411746002057265,571.2221337335453,1475.7548050953687,8380.976322002914,1.5994695221172641,1.597647619938282,0.5699999999999998,,,binary
Sc0.712Mg0.288,Sc,Mg,0.7115232917657917,0.28847670823420835,1583.9559824632088,2664.503987087206,2566.6729366888844,1.3455761645882895,1.5711523291765792,0.050000000000000044,,,binary
Ag0.644Eu0.356,Ag,Eu,0.6443189120950886,0.3556810879049114,1363.3668237761772,1855.4800059835347,7909.593141194522,1.6703528058294148,1.6889202719762277,0.73,,,binary
Ni0.880Cu0.120,Ni,Cu,0.8800662523310273,0.11993374766897269,1666.2129888954844,2663.8832139244987,8752.762792450618,1.9088006625233103,1.35,0.010000000000000009,,,binary
Pt0.736Os0.264,Pt,Os,0.7359177827047566,0.2640822172952434,2770.017078789191,4420.679594374841,21987.213629470036,2.2588734226163805,1.3367958891352378,0.07999999999999963,,,binary
W0.851Ce0.149,W,Ce,0.8511588535643003,0.14884114643569968,2887.6365871466855,5162.215171489026,16728.299804152277,2.1754369784197323,1.4244205732178499,1.2399999999999998,,,binary
Zn0.582Mo0.418,Zn,Mo,0.581970360929504,0.41802963907049595,1562.4623286887195,3091.2681135449466,8924.007741387017,1.863195115925953,1.3918029639070495,0.5100000000000002,,,binary
Pt0.132Sc0.868,Pt,Sc,0.1322039249259433,0.8677960750740568,1639.1033039080626,3314.2759335213245,5646.523221994693,1.481627610931868,1.5669490187685144,0.9199999999999997,,,binary
V0.671Cu0.329,V,Cu,0.6708734770598453,0.32912652294015465,2129.3224274413783,4078.688744340174,6320.742445725538,1.7188641611938416,1.35,0.27,,,binary
Sr0.466Y0.534,Sr,Y,0.4655908474262992,0.5344091525737008,1332.6760239113635,2359.7856060452796,3529.7979503799993,1.0942904711948993,1.89311816948526,0.27,,,binary
Sm0.212Sc0.788,Sm,Sc,0.21182478861788417,0.7881752113821159,1794.618507477084,3170.3469668616353,3880.551922523625,1.3197532901626023,1.6529561971544713,0.19000000000000017,,,binary
Eu0.230Ta0.770,Eu,Ta,0.23000163670155152,0.7699983632984485,2696.9547697731796,4900.115078491592,12855.1796781589,1.4309995089895347,1.5420006546806206,0.30000000000000004,,,binary
Eu0.774Lu0.226,Eu,Lu,0.7740815418913026,0.22591845810869737,1554.2415511571612,1866.118067746065,6398.611291704326,1.2158142920676087,1.8274081541891305,0.07000000000000006,,,binary
Nd0.506W0.494,Nd,W,0.5058519889610372,0.4941480110389628,2984.2193021138614,4589.251866503424,12706.001466732709,1.7428605734675346,1.6029259944805188,1.22,,,binary
Sc0.492La0.508,Sc,La,0.49187732165300735,0.5081226783469927,1444.8941994485472,3366.356664603928,5221.474653768022,1.227888103629782,1.7778429374214473,0.26,,,binary
Pr0.480Hf0.520,Pr,Hf,0.4799140799984266,0.5200859200015734,1466.56210610172,4896.949259243452,8669.498633378471,1.2184146064002674,1.6939742239995281,0.17000000000000015,,,binary
Ti0.365Os0.635,Ti,Os,0.3649916748631381,0.6350083251368619,2732.9160864215114,4455.559370114349,16944.39135873068,1.9591054945903288,1.3364991674863138,0.6600000000000001,,,binary
Ni0.567Au0.433,Ni,Au,0.5669617134790291,0.43303828652097087,1309.7053240929167,3307.424239863449,16122.355316575628,2.1828141205082114,1.35,0.6300000000000001,,,binary
Yb0.603Er0.397,Yb,Er,0.6034083844819496,0.39659161551805044,1188.9429522960802,2172.548455549464,7059.441250819087,1.1555228261725272,1.75,0.1399999999999999,,,binary
Sm0.312Sr0.688,Sm,Sr,0.31242434958857707,0.687575650411423,1190.8085370139913,1789.951460302306,3842.2126076743975,1.018733356909487,1.9531363475617136,0.21999999999999997,,,binary
Tb0.562Nd0.438,Tb,Nd,0.5621075166913463,0.4378924833086537,1556.0013886158843,4067.8656838590505,7452.5889178622265,1.1175156993323463,1.7937892483308655,0.039999999999999813,,,binary
Yb0.567Cr0.433,Yb,Cr,0.566818621638112,0.43318137836188797,1678.8592743872202,1835.328025605415,6164.918991699392,1.3425815718826573,1.5983865175733392,0.5599999999999998,,,binary
Zr0.603Y0.397,Zr,Y,0.6032201929162909,0.3967798070837091,2091.8206815601015,4887.9329333285905,5904.735494801029,1.2863542212207921,1.6491949517709272,0.1100000000000001,,,binary
Eu0.218Ir0.782,Eu,Ir,0.21822056664026546,0.7817794333597345,2306.5754510828488,4067.6538840030094,16494.427569003212,1.9817794333597347,1.459110283320133,1.0000000000000002,,,binary
Ho0.125Rh0.875,Ho,Rh,0.1252564106736795,0.8747435893263205,2305.417417112016,4185.209266163569,11450.032600739407,2.1484807687926364,1.400102564269472,1.0499999999999998,,,binary
Er0.253Ni0.747,Er,Ni,0.25262746226154187,0.7473725377384581,1664.5924319679232,3259.038311524449,8557.14202527392,1.7407396002847668,1.451050984904617,0.6699999999999999,,,binary
Mg0.435Ta0.565,Mg,Ta,0.4350242385353521,0.5649757614646479,2245.3496881936585,4635.17851515478,9911.868347194459,1.417345394678283,1.4717512119267675,0.18999999999999995,,,binary
Au0.263Er0.737,Au,Er,0.2631133461617077,0.7368866538382923,1619.5473242257933,2934.654210965568,12633.775145840294,1.5820473500102201,1.644754661535317,1.3,,,binary
Sc0.836Eu0.164,Sc,Eu,0.8364167599177685,0.16358324008223146,1666.283552796132,2702.191903277389,3797.770540669425,1.333826681586843,1.640895810020558,0.16000000000000014,,,binary
Lu0.150Yb0.850,Lu,Yb,0.14982502881154558,0.8501749711884544,1394.3964761062286,1691.4669514965271,5742.285966307546,1.125470254897963,1.75,0.16999999999999993,,,binary
Cu0.266Y0.734,Cu,Y,0.2658733639769958,0.7341266360230042,1851.1211338997823,3260.6197057621434,6101.67224768233,1.400793887504357,1.680356986210352,0.6799999999999999,,,binary
Ta0.483Dy0.517,Ta,Dy,0.48269678667472093,0.5173032133252791,1973.0593772324708,4613.533907300861,10951.197294747097,1.355155100268922,1.6051909639975837,0.28,,,binary
Ir0.865Ta0.135,Ir,Ta,0.8653483937572385,0.1346516062427615,3018.771088041253,4846.598878445502,19758.487262658055,2.105743875630067,1.3634651606242763,0.7000000000000002,,,binary
Ca0.374La0.626,Ca,La,0.3738616141454769,0.6261383858545231,1116.4663289376274,3206.441430895433,4474.619247481951,1.0626138385854524,1.8939207578781785,0.10000000000000009,,,binary
Re0.718Ho0.282,Re,Ho,0.7175918273189926,0.2824081726810074,3145.5244342418587,6056.239403132063,14819.569238233835,1.710786524303725,1.462963269072403,0.6699999999999999,,,binary
Yb0.615Ho0.385,Yb,Ho,0.6146472799995693,0.38535272000043075,1559.5755678682735,2077.7360223852256,6759.846056961228,1.150095853600056,1.75,0.1299999999999999,,,binary
Er0.588Pd0.412,Er,Pd,0.5880612640630013,0.4119387359369987,1571.5809286196202,3119.991358031141,11231.937295718171,1.6354611864995188,1.6058214424220503,0.9600000000000002,,,binary
Mo0.323Rh0.677,Mo,Rh,0.3232051167374054,0.6767948832625946,2418.7427372837988,4918.83809425457,10043.710110168822,2.241215385991511,1.3823205116737405,0.11999999999999966,,,binary
Hf0.853Ru0.147,Hf,Ru,0.8531884370619691,0.14681156293803088,2517.7805520735114,4207.156440999375,13650.972942299992,1.4321304066442277,1.5132971092654923,0.9000000000000001,,,binary
Hf0.664Cd0.336,Hf,Cd,0.663920749469267,0.33607925053073295,2028.761025077261,3435.8811550184787,8685.515613735228,1.4310709077069859,1.55,0.3899999999999999,,,binary
Er0.491Tm0.509,Er,Tm,0.49120246360922304,0.508797536390777,1846.153175558116,2790.7044250690583,9567.52245309808,1.2450879753639077,1.75,0.010000000000000009,,,binary
Sr0.548Re0.452,Sr,Re,0.5483900721889756,0.4516099278110244,2402.1296901392275,3176.9943144706353,11678.930132984135,1.3790294314204732,1.7064535469228344,0.95,,,binary
Yb0.330Ag0.670,Yb,Ag,0.33023150039836224,0.6697684996016378,1331.2157670911815,1739.6478833572805,9489.428115812732,1.6559078546693593,1.6495347250597543,0.8299999999999998,,,binary
Pr0.535Ho0.465,Pr,Ho,0.5345527015906225,0.4654472984093775,1379.5767586001919,3270.8113484339315,7908.769417878085,1.1765447298409377,1.8034552701590623,0.10000000000000009,,,binary
Pt0.864Re0.136,Pt,Re,0.8636870907131691,0.13631290928683093,2125.759273742407,4046.1927117975924,21152.452956924455,2.228201094471004,1.35,0.3799999999999999,,,binary
Zn0.134Cd0.866,Zn,Cd,0.13365318946618043,0.8663468105338196,541.3424043197723,943.7538972377135,9022.13071234155,1.6846538724213527,1.5232693621067641,0.040000000000000036,,,binary
Tm0.377Fe0.623,Tm,Fe,0.37709081127649324,0.6229091887235068,1605.2897961394076,2976.4027934205396,8809.136100489717,1.611287329459634,1.5319817839467726,0.5800000000000001,,,binary
Mg0.305Tb0.695,Mg,Tb,0.30515518037878564,0.6948448196212144,1169.607230304374,2656.864162108399,6986.567497121954,1.164082587879545,1.6737112049053036,0.20999999999999996,,,binary
Sr0.262Tc0.738,Sr,Tc,0.26165440576047716,0.7383455942395228,1865.9219231760153,3607.936013313643,9603.256910030002,1.6514283145275466,1.52007536374431,0.95,,,binary
La0.846Ag0.154,La,Ag,0.8464191470266462,0.15358085297335378,1293.4026086131407,3453.018246877447,6406.06225480194,1.2274721079678836,1.8962467014593263,0.8299999999999998,,,binary
Er0.210Ag0.790,Er,Ag,0.20981836384073838,0.7901816361592616,1546.4880192719777,3032.312460619562,11188.794292163106,1.7852253289498905,1.631472754576111,0.69,,,binary
Eu0.569Lu0.431,Eu,Lu,0.5694643988566521,0.4305356011433479,1467.0329747303888,2396.518828182741,6623.327866797483,1.2301374920800345,1.8069464398856652,0.07000000000000006,,,binary
Rh0.636Cr0.364,Rh,Cr,0.6358671719144832,0.36413282808551684,2332.046326275545,3745.547499279394,11990.43949149488,2.0542376465869796,1.368206641404276,0.6199999999999999,,,binary
Y0.610Ru0.390,Y,Ru,0.6103556587269101,0.3896443412730899,2251.326890581159,3336.035540738712,8343.56949981678,1.6018514544476283,1.605177829363455,0.9800000000000002,,,binary
Cr0.431Co0.569,Cr,Co,0.43064109283860696,0.569358907161393,1751.2590074665643,2971.1181306977724,8345.786477884292,1.7852589595755064,1.3715320546419303,0.21999999999999997,,,binary
Tm0.180Sr0.820,Tm,Sr,0.18043592382187834,0.8195640761781217,1425.7747961524421,2304.0519361210086,4070.114409578006,1.0041307771465635,1.9548910190445303,0.30000000000000004,,,binary
Cu0.872Al0.128,Cu,Al,0.8716150137803111,0.12838498621968886,1279.4203037215332,3315.8609351233104,8842.3498919702,1.8627683539962903,1.3371615013780311,0.2899999999999998,,,binary
Zr0.622Au0.378,Zr,Au,0.6223142381610398,0.3776857618389602,1770.7130585651782,4830.674566835605,11602.15159152448,1.7869997718251418,1.474462847632208,1.21,,,binary
Sr0.260Tb0.740,Sr,Tb,0.2595647797340813,0.7404352202659187,1552.3138600380014,3224.654783508698,7053.634593264667,1.061065283039888,1.8148911949335202,0.15000000000000013,,,binary
Cd0.328Ta0.672,Cd,Ta,0.3283322730415935,0.6716677269584065,2606.6442548625573,3932.1152548613654,13240.416182480078,1.5623831318779027,1.4828332273041593,0.18999999999999995,,,binary
Cr0.622Fe0.378,Cr,Fe,0.6218389843352636,0.37816101566473637,1815.976670246422,3148.397597674282,7995.351803982661,1.7242873726630052,1.4,0.17000000000000015,,,binary
Ru0.691La0.309,Ru,La,0.6909492178149084,0.30905078218509163,2269.3390063801617,4918.283254036096,10440.62206855572,1.8600441395963994,1.5008830084203095,1.1,,,binary
V0.434Nb0.566,V,Nb,0.43430798579600427,0.5656920142039957,2671.1833883309228,3952.015663862511,7211.215550973905,1.6130292395738801,1.4065692014203997,0.029999999999999805,,,binary
Nb0.898V0.102,Nb,V,0.897737442470808,0.102262557529192,2879.257085665554,5294.660137587304,8073.899640056692,1.6030678767258757,1.4397737442470808,0.029999999999999805,,,binary
Pt0.249Ba0.751,Pt,Ba,0.24904930553799112,0.7509506944620089,1250.3430237862658,2230.707082223308,7606.6519184727,1.2361785346978076,1.950760555569607,1.3899999999999997,,,binary
Lu0.801Cd0.199,Lu,Cd,0.8013945343343387,0.19860546566566128,1808.565734197953,3332.9605017598374,10085.323324408779,1.3534142955795778,1.7102789068668678,0.41999999999999993,,,binary
Al0.554Hf0.446,Al,Hf,0.5543694949315964,0.4456305050684036,1642.3715399399955,3723.3219577360637,6937.643894410691,1.4718545434287948,1.3836891515205212,0.31000000000000005,,,binary
Co0.328W0.672,Co,W,0.32764932188003704,0.672350678119963,3277.7142122073597,5176.032215952728,16639.11382156432,2.2027283254975822,1.35,0.48,,,binary
Tb0.519La0.481,Tb,La,0.5194548278684165,0.48054517213158354,1344.8125898552178,2839.180131422575,8015.2845947140395,1.1,1.8461090344263167,0.0,,,binary
Cu0.474Sc0.526,Cu,Sc,0.4744166152050321,0.5255833847949679,1521.0598990964695,2877.328735063022,6202.926330844285,1.6161849722107173,1.4813958461987422,0.5399999999999998,,,binary
Mo0.365Ni0.635,Mo,Ni,0.3645472774654285,0.6354527225345715,2069.3598818778155,4219.596441788046,9988.647864089757,2.0011368193663572,1.3864547277465429,0.2500000000000002,,,binary
Yb0.619Ca0.381,Yb,Ca,0.6186282709673934,0.38137172903260663,1179.3214951041439,1363.1731815147918,5219.736129710046,1.0618628270967394,1.7690685864516302,0.10000000000000009,,,binary
Tm0.111Nb0.889,Tm,Nb,0.1112673564947718,0.8887326435052282,2715.4335210976124,4532.332789606534,8777.64388086393,1.56105642522683,1.4833802069484314,0.3500000000000001,,,binary
W0.554Cd0.446,W,Cd,0.5542249779367515,0.4457750220632485,1901.9509720739795,3844.5703898454444,13029.644806056487,2.0613307352176236,1.4391550044126498,0.6699999999999999,,,binary
Mo0.589Nb0.411,Mo,Nb,0.5887635997304111,0.41123640026958885,2452.3476727632406,4200.823469885674,10642.38357353474,1.9297076158490305,1.45,0.56,,,binary
Gd0.762Pt0.238,Gd,Pt,0.7615918602210477,0.23840813977895225,1587.2242451446712,4221.442009865776,10453.552685231865,1.4574807909612684,1.6927163370994713,1.0799999999999998,,,binary
Sc0.169Ta0.831,Sc,Ta,0.16939021587868475,0.8306097841213153,2520.9466299085652,4695.665277559157,16106.853593694414,1.476285369776984,1.4754085323818027,0.1399999999999999,,,binary
Dy0.248Co0.752,Dy,Co,0.24782496083787198,0.752175039162128,1718.9685976336727,2940.2227332214784,8954.541297458183,1.7164355258470043,1.4491299843351488,0.6599999999999999,,,binary
Cu0.359Sr0.641,Cu,Sr,0.35888133606806627,0.6411186639319337,1218.6824323788776,2456.357766362686,5595.297845509107,1.290937269264663,1.766727131555757,0.95,,,binary
Rh0.309Al0.691,Rh,Al,0.3086282216523551,0.691371778347645,1287.719108266373,2736.5857997812946,5473.072725649314,1.816780908507078,1.2808628221652356,0.6699999999999997,,,binary
Rh0.703Mg0.297,Rh,Mg,0.7030053214251656,0.2969946785748344,1894.8162686787664,2886.472566881965,8381.448775835068,1.9919151617824105,1.3945492017862253,0.9699999999999998,,,binary
W0.566Hf0.434,W,Hf,0.5659686012439878,0.43403139875601215,3288.224657107864,5388.457822798123,16726.53216163526,1.8999267173186272,1.4368062797512025,1.0599999999999998,,,binary
Pr0.309Al0.691,Pr,Al,0.3092425206523142,0.6907574793476858,941.1237367067092,2960.604752330098,3556.2625806593214,1.4615635900868893,1.4355455123913887,0.4800000000000002,,,binary
Os0.289Er0.711,Os,Er,0.2890420619375964,0.7109579380624036,2435.831654395308,4150.033037970078,10584.288789139106,1.5174803794600926,1.6199310721280817,0.9600000000000002,,,binary
Dy0.472Ni0.528,Dy,Ni,0.4723159927535435,0.5276840072464565,1546.816665361175,2570.2409264833445,8171.302366003499,1.584101965000055,1.5389263971014175,0.69,,,binary
Zr0.649Pt0.351,Zr,Pt,0.6488588959128884,0.35114110408711163,2080.0893054318985,3827.9370566922807,10558.13681420479,1.663584048882756,1.4797717791825777,0.9499999999999997,,,binary
Tm0.652Hf0.348,Tm,Hf,0.6522323019350513,0.34776769806494867,1850.7236226602731,3210.826288294025,10782.500965026033,1.2673883849032475,1.6804464603870104,0.050000000000000044,,,binary
Gd0.394Cd0.606,Gd,Cd,0.3940351224817362,0.6059648775182638,913.5582427646581,2054.0785431495237,7898.123715534436,1.4969227899839492,1.6485087806204342,0.49,,,binary
Ru0.483Cu0.517,Ru,Cu,0.48254551978817917,0.5174544802118208,1907.3201728369654,4424.417145307055,12003.63085033844,2.044763655936454,1.325872724010591,0.30000000000000027,,,binary
Ca0.891Lu0.109,Ca,Lu,0.8910703695162472,0.10892963048375282,1046.8630975567191,2129.046370170627,2652.182140963765,1.0294110002306134,1.7945535184758123,0.27,,,binary
Os0.662Au0.338,Os,Au,0.6615525814845233,0.33844741851547666,2336.6006589056424,4928.285748825747,24794.71460423595,2.315072122295262,1.316922370925774,0.33999999999999986,,,binary
Sr0.742La0.258,Sr,La,0.7415959934240248,0.2584040065759752,964.9365662051281,1993.1972074898517,3898.6529315111834,0.9887606009863963,1.9870797996712013,0.15000000000000013,,,binary
Tc0.644Rh0.356,Tc,Rh,0.6442735359355184,0.3557264640644816,2425.454196274437,4574.313890978777,12241.12761649845,2.0351760563445027,1.35,0.3799999999999999,,,binary
Sm0.520Fe0.480,Sm,Fe,0.5204053249761341,0.4795946750238659,1629.7714267645067,2240.72887538534,8399.1307399137,1.4865324855157516,1.6341823962392605,0.6600000000000001,,,binary
Y0.389Tm0.611,Y,Tm,0.389427894819395,0.610572105180605,2022.36693578155,2699.3722017922487,7400.349181449551,1.2383171631554182,1.76947139474097,0.030000000000000027,,,binary
Pr0.149Ni0.851,Pr,Ni,0.14940643804534703,0.850593561954653,1397.6286563223016,3409.0643954300663,9059.350583712745,1.7934629783246292,1.4247032190226736,0.78,,,binary
Ce0.262Sc0.738,Ce,Sc,0.26172542317331826,0.7382745768266817,1608.6856458090622,3606.1977303718236,3822.3224326638046,1.2971858984384035,1.6654313557933296,0.24,,,binary
La0.232Zn0.768,La,Zn,0.23162972526620404,0.7683702747337959,854.2212681394012,1592.8124884378606,6893.486081957889,1.5226036511035879,1.4889778351597223,0.5499999999999998,,,binary
Y0.193Mg0.807,Y,Mg,0.1929920177477314,0.8070079822522687,1073.0204588914644,1836.9357404434663,2181.9186708951224,1.2926307184027042,1.5578976053243196,0.09000000000000008,,,binary
Tc0.567Tm0.433,Tc,Tm,0.5665181427528141,0.4334818572471859,2136.2491108953773,3826.4550059082876,10094.419030553861,1.618236792789329,1.5233927428988745,0.6499999999999999,,,binary
Fe0.456Sc0.544,Fe,Sc,0.4563861537497764,0.5436138462502236,1521.4177213278667,3662.5191624341637,5936.875915649048,1.574501492262395,1.5087227692500447,0.47,,,binary
Cr0.206Ca0.794,Cr,Ca,0.2055554718568792,0.7944445281431208,1161.5395143753915,2139.0044869004064,2563.2994263368287,1.1356666114255403,1.7177778112572484,0.6599999999999999,,,binary
Au0.551Ca0.449,Au,Ca,0.5511289480789707,0.4488710519210293,1270.1398982314129,2587.091821875967,11066.895278525237,1.848738580041615,1.5519919733644634,1.54,,,binary
Ce0.638Ca0.362,Ce,Ca,0.6382141697818955,0.3617858302181045,999.9650509691268,2750.283944984615,4387.28183964817,1.0765857003738275,1.8319107084890949,0.1200000000000001,,,binary
Hf0.117Yb0.883,Hf,Yb,0.11741636631458229,0.8825836336854177,1157.4271255519407,1856.4816853016728,6834.48773052614,1.1234832732629165,1.7265167267370836,0.19999999999999996,,,binary
Pd0.697Al0.303,Pd,Al,0.6966435862654525,0.30335641373454747,1662.8466515356101,3562.5508528635364,8661.460327358807,2.021019715896617,1.3544965379398177,0.5900000000000001,,,binary
Nd0.136Mn0.864,Nd,Mn,0.13623184218226303,0.863768157817737,1524.3980324086717,2599.244175870879,7727.002145609518,1.4941449447052721,1.4613043289820185,0.41000000000000014,,,binary
Re0.151Er0.849,Re,Er,0.1510079296896666,0.8489920703103334,2067.8078325475967,3816.8209547081788,11395.408803424416,1.33966523359518,1.6895968281241334,0.6599999999999999,,,binary
Cr0.889Mn0.111,Cr,Mn,0.8889097984658215,0.11109020153417848,1845.8472010185726,3126.2246843565363,7813.43821180647,1.6477800778312401,1.4,0.10999999999999988,,,binary
Sr0.330V0.670,Sr,V,0.3296725655130561,0.6703274344869439,1671.3658142428856,3023.841497913519,5301.85784851411,1.4058226554511217,1.5642871675834864,0.6799999999999999,,,binary
Nb0.713Cu0.287,Nb,Cu,0.7126621463389694,0.2873378536610306,2300.771717605609,4977.200786537667,10720.180028382783,1.6862013560983091,1.421266214633897,0.2999999999999998,,,binary
Yb0.871Tb0.129,Yb,Tb,0.8710260535500165,0.1289739464499835,1073.9984962016115,1492.2281965103846,6988.748409281308,1.1,1.75,0.0,,,binary
Os0.459Ir0.541,Os,Ir,0.4588297061301486,0.5411702938698514,3215.5643270305395,4854.240050368336,25920.61501752461,2.2,1.3270585146934928,0.0,,,binary
Ir0.646Fe0.354,Ir,Fe,0.6461842832812331,0.3538157167187669,2087.966801036967,4433.894382858616,16366.487098533707,2.0690881848140563,1.3676907858359384,0.3700000000000001,,,binary
Dy0.206La0.794,Dy,La,0.2063918450685387,0.7936081549314613,1515.9165664285572,4265.291786111818,6133.130532459573,1.1247670214082248,1.9087216309862922,0.11999999999999988,,,binary
Re0.243Ni0.757,Re,Ni,0.24277890320328935,0.7572210967967107,2030.191654256328,4167.2319726088,11389.844851172025,1.9075722109679671,1.35,0.010000000000000009,,,binary
La0.523Pt0.477,La,Pt,0.5230740316352075,0.4769259683647925,1590.3689864352364,3922.241452673886,10725.164616081378,1.662772642670455,1.6638444189811246,1.1799999999999997,,,binary
Yb0.768Ru0.232,Yb,Ru,0.7678572893349724,0.23214271066502756,1445.5324302425943,2006.1305050322246,7526.050603704561,1.3553569817315303,1.6455357802007375,1.1,,,binary
Ti0.470Hf0.530,Ti,Hf,0.47040312095582404,0.529596879044176,2563.6278882324395,3722.0608541891756,9914.672522625224,1.4128967490293978,1.4794395318566265,0.24,,,binary
Yb0.439La0.561,Yb,La,0.43930242378672124,0.5606975762132788,1118.7231610057277,2667.259362631564,6832.748596079196,1.1,1.8621395152426556,0.0,,,binary
Ir0.298Ru0.702,Ir,Ru,0.29800963080302045,0.7019903691969795,2736.3263127619894,4762.9561451214295,16927.790576859312,2.2,1.314900481540151,0.0,,,binary
Re0.321Zn0.679,Re,Zn,0.3205197822361019,0.6794802177638981,1527.0154163966936,2518.6592087504287,10331.253753348437,1.7301299455590253,1.35,0.25,,,binary
Yb0.126Ni0.874,Yb,Ni,0.12577385192798485,0.8742261480720152,1512.5564902512303,3845.940993754568,9686.100348344982,1.8081231799383322,1.400309540771194,0.8099999999999998,,,binary
Dy0.592Au0.408,Dy,Au,0.59193856576713,0.40806143423287,1332.0812232906478,2566.755980561478,13560.654640820943,1.7586410931873884,1.586775426306852,1.32,,,binary
Ti0.265Rh0.735,Ti,Rh,0.26486529748017135,0.7351347025198287,2276.7324440999255,4071.8005490448263,10082.393217853767,2.0839996798646734,1.3632432648740087,0.7399999999999998,,,binary
Co0.127Sm0.873,Co,Sm,0.12686102060342463,0.8731389793965754,1381.115398438773,2291.33486910598,7614.096810997016,1.2600713246284314,1.7865694896982878,0.71,,,binary
Sm0.663Ho0.337,Sm,Ho,0.6626290134919429,0.3373709865080571,1148.615911684352,2330.553498656795,7172.029828142299,1.1902422591904833,1.8162629013491944,0.06000000000000005,,,binary
Cr0.692Rh0.308,Cr,Rh,0.6924328627838893,0.30756713721611073,2236.0345850081453,4231.8293575603475,9095.579833479582,1.8506916250739887,1.3846216431391944,0.6199999999999999,,,binary
Pt0.287Mg0.713,Pt,Mg,0.28747142279004934,0.7125285772099507,1205.4890177499337,2347.3510857247657,7653.564494533374,1.5888472801063478,1.4568792865814926,0.9699999999999998,,,binary
Tc0.212Cr0.788,Tc,Cr,0.2121084600919237,0.7878915399080764,2326.8353538280535,3481.2753723155756,9723.352677139588,1.7109060304220618,1.3893945769954037,0.24,,,binary
Cd0.753Ru0.247,Cd,Ru,0.7526290054106535,0.24737099458934653,968.6164192641892,1965.749998749194,8683.65296884319,1.8161592072405668,1.4881572513526633,0.5100000000000002,,,binary
Yb0.355Pr0.645,Yb,Pr,0.3551229570953537,0.6448770429046463,1233.49752368079,2560.36057662401,6339.047344528835,1.1193463112871394,1.8144877042904646,0.029999999999999805,,,binary
Sm0.755Ho0.245,Sm,Ho,0.7547059912721223,0.24529400872787765,1397.914046577001,2525.463651869165,8414.540529114887,1.1847176405236726,1.8254705991272124,0.06000000000000005,,,binary
Rh0.801Hf0.199,Rh,Hf,0.8010066577390458,0.19899334226095422,2005.1940053687722,4171.4763922472475,11725.564011828508,2.0849865245842647,1.389798668452191,0.9799999999999998,,,binary
Dy0.277Y0.723,Dy,Y,0.27683419235682605,0.723165807643174,1543.7976242462796,3322.4130307763626,5428.419085376366,1.22,1.7861582903821587,0.0,,,binary
Hf0.149Ag0.851,Hf,Ag,0.14876610968540974,0.8512338903145903,1769.591939210247,2919.286210916334,9406.605802487127,1.8362773508981918,1.5925616945157297,0.6299999999999999,,,binary
Nd0.829Lu0.171,Nd,Lu,0.8292621324964355,0.17073786750356446,1324.9164946401893,3774.3419634685274,8847.789782951117,1.1621959227754632,1.8329262132496438,0.13000000000000012,,,binary
Gd0.442Ho0.558,Gd,Ho,0.4417604658356348,0.5582395341643652,1403.607492678073,2620.456435998686,9971.689266081781,1.2167471860249308,1.772088023291782,0.030000000000000027,,,binary
Ba0.878Cr0.122,Ba,Cr,0.8778321882749487,0.12216781172505131,1188.736036325693,2046.2844831691534,4164.833116780531,0.9840692150282895,2.0583741412062118,0.7699999999999999,,,binary
Tb0.405Dy0.595,Tb,Dy,0.4049237059700762,0.5950762940299238,1221.986382227364,3109.5136812728424,8692.478161384515,1.1714091552835908,1.75,0.11999999999999988,,,binary
Y0.657Ta0.343,Y,Ta,0.6570467258472719,0.34295327415272814,2523.8814671244877,3897.045840246762,8722.591385406366,1.3160269167627638,1.6799663540465453,0.28,,,binary
Au0.340Zn0.660,Au,Zn,0.33991079554832093,0.6600892044516791,827.4229535703367,1889.5402435581589,10263.963136737957,1.9525206080380055,1.35,0.8900000000000001,,,binary
Nb0.479La0.521,Nb,La,0.47881505632977595,0.521184943670224,1859.4040811401803,3919.530906579892,7782.410008689051,1.339407528164888,1.710592471835112,0.5,,,binary
Ru0.786Hf0.214,Ru,Hf,0.7860329908584166,0.2139670091415834,2807.3323679880473,4413.880268956823,12619.198465283858,2.0074296917725754,1.3534917522853958,0.9000000000000001,,,binary
Zn0.832Ca0.168,Zn,Ca,0.8317929390527244,0.16820706094727556,653.0857872003069,1238.785103784882,6168.597059769847,1.5406654103842707,1.4256931774262742,0.6499999999999999,,,binary
Ce0.874Au0.126,Ce,Au,0.8742289508373013,0.12577104916269866,1390.6522714707367,3172.6823750353296,9486.719817632851,1.2985948898110322,1.7871144754186508,1.42,,,binary
Ce0.207Y0.793,Ce,Y,0.20727420084726245,0.7927257991527376,1811.7133035057645,3715.3958640483506,5798.7953263248555,1.1992725799152737,1.8103637100423633,0.09999999999999987,,,binary
Rh0.263Pd0.737,Rh,Pd,0.2626693864480435,0.7373306135519565,2007.4884930961534,3561.688425761981,12070.69706655968,2.2210135509158437,1.3868665306775978,0.07999999999999963,,,binary
Tb0.838Fe0.162,Tb,Fe,0.8377808836089778,0.16221911639102216,1861.4557001148414,3820.670979483118,7652.291882428923,1.2184199549654462,1.6932233092631424,0.73,,,binary
